Date,Open,High,Low,Close,Adj Close,Volume,ARIMA
2023-08-28,46.481998,46.98,44.888,46.834999,46.820984,685192000,
2023-08-29,46.666,49.081001,46.390999,48.784,48.769402,701397000,
2023-08-30,49.043999,49.926998,48.424999,49.264,49.249256,735206000,
2023-08-31,49.380001,49.743999,48.958,49.355,49.340229,528570000,
2023-09-01,49.762001,49.799999,48.141998,48.508999,48.494484,463830000,
2023-09-05,48.223,48.851002,47.860001,48.548,48.53347,382653000,
2023-09-06,48.441002,48.549,46.580002,47.061001,47.050789,468670000,
2023-09-07,45.525002,46.344002,45.152,46.241001,46.230968,433330000,
2023-09-08,45.942001,46.605999,45.271,45.571999,45.562115,473069000,
2023-09-11,46.147999,46.162998,44.312,45.178001,45.168201,473966000,
2023-09-12,44.737999,45.673,44.530998,44.869999,44.860264,349256000,44.84184948995662
2023-09-13,44.599998,45.93,44.502998,45.485001,45.475136,398355000,45.45552362722211
2023-09-14,45.950001,45.987,45.131001,45.581001,45.571117,370097000,46.03440329066922
2023-09-15,45.341,45.598999,43.807999,43.900002,43.890476,506831000,46.30500587593363
2023-09-18,42.748001,44.242001,42.0,43.966,43.956459,500271000,43.21614373183675
2023-09-19,43.833,43.966,43.001999,43.52,43.510559,373064000,44.053960894496235
2023-09-20,43.599998,43.903,42.223,42.238998,42.229839,367108000,43.02266081574387
2023-09-21,41.583,42.099998,40.98,41.016998,41.008102,450736000,41.68875471392228
2023-09-22,41.571999,42.115002,41.230999,41.610001,41.600971,479236000,41.29313169195102
2023-09-25,41.591,42.535999,41.176998,42.222,42.212841,419091000,41.15341967188474
2023-09-26,42.000999,42.82,41.654999,41.910999,41.901909,402282000,42.40450825824981
2023-09-27,42.330002,42.872002,41.629002,42.467999,42.458786,444935000,42.36553178131201
2023-09-28,42.459999,43.445999,42.115002,43.089001,43.079651,424663000,43.567956046599306
2023-09-29,43.827,44.144001,43.306999,43.499001,43.489563,397830000,43.09520641854932
2023-10-02,44.029999,45.174999,43.861,44.782001,44.772285,433298000,43.336838179232224
2023-10-03,44.807999,45.130001,43.245998,43.516998,43.507557,470850000,45.614389061817946
2023-10-04,43.742001,44.143002,43.292,44.041,44.031445,361821000,43.26263354335832
2023-10-05,44.049999,44.900002,43.888,44.688,44.678307,393483000,43.82521717426625
2023-10-06,44.193001,45.789001,44.026001,45.762001,45.752071,434436000,44.64670886783171
2023-10-09,44.841999,45.605,44.368,45.272999,45.263176,409675000,45.391245329414375
2023-10-10,45.310001,46.258999,45.088001,45.798,45.788063,368582000,45.88277416564164
2023-10-11,46.195999,46.859001,46.049999,46.806,46.795841,378137000,45.8595293765111
2023-10-12,46.777,47.609001,46.330002,46.945,46.934814,481325000,47.04191897517896
2023-10-13,46.959999,47.116001,45.279999,45.460999,45.451134,474115000,46.64204298166965
2023-10-16,45.063,46.224998,44.911999,46.095001,46.085003,375099000,45.55727163176629
2023-10-17,44.0,44.754002,42.48,43.938,43.928467,812333000,46.25133086045359
2023-10-18,42.591,43.219002,41.825001,42.195999,42.186848,627294000,43.24514517407365
2023-10-19,42.811001,43.297001,41.882,42.101002,42.091869,501233000,41.264651167061146
2023-10-20,41.889999,42.470001,41.077999,41.387001,41.378021,477266000,42.259594651481315
2023-10-23,41.229,43.248001,40.945,42.974998,42.965679,478530000,40.377142966829354
2023-10-24,43.077,43.696999,42.691002,43.662998,43.653526,401463000,43.8932245961417
2023-10-25,43.397999,43.650002,41.555,41.778999,41.769936,398379000,44.47708895465169
2023-10-26,41.853001,42.256001,39.880001,40.326,40.317253,541001000,41.90986893479983
2023-10-27,41.130001,41.206001,40.014999,40.5,40.491215,416784000,40.23298076287484
2023-10-30,41.087002,41.765999,40.480999,41.160999,41.152069,388028000,40.17008139781727
2023-10-31,40.450001,40.879002,39.23,40.779999,40.771152,517969000,41.1286473482181
2023-11-01,40.883999,42.381001,40.868999,42.325001,42.315823,437593000,40.85970065936066
2023-11-02,43.327999,43.883999,42.894001,43.506001,43.496559,409172000,42.86579277213428
2023-11-03,44.02,45.308998,43.723,45.005001,44.995239,424610000,43.55395399858942
2023-11-06,45.285,45.935001,44.898998,45.750999,45.741074,400733000,45.26316769959723
2023-11-07,45.719002,46.217999,45.158001,45.955002,45.945034,343165000,46.05918690879453
2023-11-08,46.099998,46.867001,45.967999,46.574001,46.563896,346719000,45.807601889945154
2023-11-09,47.466999,48.23,46.75,46.950001,46.939816,540496000,46.58938936189557
2023-11-10,47.5,48.472,47.283001,48.334999,48.324512,421245000,46.83159430895535
2023-11-13,48.32,49.116001,48.098999,48.619999,48.609447,384136000,48.6378841700109
2023-11-14,49.68,49.834,49.040001,49.655998,49.645226,416954000,48.72988242343787
2023-11-15,49.935001,49.959999,48.200001,48.888,48.877396,475497000,49.97217891618419
2023-11-16,48.679001,49.525002,48.330002,49.48,49.469269,339756000,48.795263272517154
2023-11-17,49.523998,49.716999,49.007,49.298,49.287308,325205000,49.44990974418415
2023-11-20,49.312,50.548,49.181,50.409,50.398064,414120000,49.277939190673855
2023-11-21,50.125999,50.516998,49.222,49.944,49.933167,565747000,50.41998942693372
2023-11-22,49.852001,50.334999,47.689999,48.716,48.705429,899420000,50.11634519289907
2023-11-24,48.470001,48.921001,47.744999,47.776001,47.765636,294645000,48.41950232043804
2023-11-27,47.799999,48.529999,47.652,48.242001,48.231533,395662000,47.611742575222955
2023-11-28,48.236,48.323002,47.473,47.820999,47.810623,401491000,48.0862129537037
2023-11-29,48.379002,48.762001,47.860001,48.139999,48.129559,382005000,47.68578586311264
2023-11-30,48.023998,48.110001,46.422001,46.77,46.759853,526247000,48.26792121935234
2023-12-01,46.525002,47.200001,46.187,46.764999,46.754852,369317000,46.700899215639666
2023-12-04,46.077,46.077,45.009998,45.509998,45.500122,437543000,46.57311768294965
2023-12-05,45.466,46.599998,45.271,46.566002,46.55999,371718000,45.400650439169645
2023-12-06,47.215,47.387001,45.411999,45.502998,45.497124,380590000,46.37860008155541
2023-12-07,45.700001,46.629002,45.604,46.596001,46.589989,350823000,45.7187234632671
2023-12-08,46.595001,47.741001,46.549999,47.506001,47.49987,359224000,46.32490384989474
2023-12-11,47.491001,47.530998,45.830002,46.626999,46.620983,509728000,48.12405997007666
2023-12-12,46.046001,47.666,46.046001,47.657001,47.650852,372387000,46.38170078222572
2023-12-13,47.629002,48.594002,47.608002,48.088001,48.081799,447792000,47.827819804244655
2023-12-14,48.389999,48.669998,47.422001,48.349998,48.343758,391232000,48.19807501389801
2023-12-15,48.194,49.403999,48.119999,48.889999,48.88369,479948000,48.28571275540144
2023-12-18,49.400002,50.432999,49.150002,50.077,50.070538,412587000,49.12735370935253
2023-12-19,49.424,49.700001,48.895,49.604,49.597599,464444000,50.20378141970264
2023-12-20,49.654999,49.999001,48.098,48.111,48.10479,397894000,49.69209149059002
2023-12-21,48.811001,49.095001,48.418999,48.990002,48.983681,300425000,47.93799114566781
2023-12-22,49.195,49.382999,48.466999,48.830002,48.823704,252507000,48.962632863280824
2023-12-26,48.967999,49.599998,48.959999,49.278999,49.27264,244200000,48.661254860620026
2023-12-27,49.511002,49.68,49.084999,49.417,49.410622,233648000,49.24928442164382
2023-12-28,49.643002,49.883999,49.411999,49.521999,49.51561,246587000,49.68876244556237
2023-12-29,49.813,49.997002,48.750999,49.521999,49.51561,389293000,49.45635748159262
2024-01-02,49.243999,49.294998,47.595001,48.167999,48.161785,411254000,49.58503358299951
2024-01-03,47.485001,48.183998,47.32,47.569,47.562862,320896000,48.02612357614098
2024-01-04,47.766998,48.5,47.507999,47.998001,47.99181,306535000,47.38070352854722
2024-01-05,48.462002,49.547001,48.306,49.097,49.090664,415039000,47.942483755001675
2024-01-08,49.512001,52.275002,49.479,52.252998,52.246254,642510000,49.13907900930803
2024-01-09,52.401001,54.325001,51.689999,53.139999,53.133144,773100000,52.91333704442705
2024-01-10,53.616001,54.599998,53.488998,54.349998,54.342987,533796000,53.6168504815896
2024-01-11,54.999001,55.346001,53.560001,54.821999,54.814926,596759000,54.567236624928896
2024-01-12,54.619999,54.970001,54.330002,54.709999,54.702938,352994000,54.969956809471284
2024-01-16,55.018002,56.834999,54.900002,56.382,56.374725,449580000,54.422257633745645
2024-01-17,56.347,56.471001,54.740002,56.053001,56.045769,474394000,56.60223914121305
2024-01-18,57.259998,57.599998,56.106998,57.106998,57.099628,491650000,56.17890236978069
2024-01-19,57.988998,59.5,57.224998,59.491001,59.483322,543501000,57.19094618191253
2024-01-22,60.049,60.331001,59.07,59.653999,59.646301,452955000,59.97924495970332
2024-01-23,59.57,59.91,58.584999,59.873001,59.865276,294654000,60.00952918158504
2024-01-24,60.304001,62.848999,59.938,61.362,61.35408,560271000,60.0357389784916
2024-01-25,62.349998,62.719002,60.849998,61.617001,61.609047,482777000,61.59180567137564
2024-01-26,60.959999,61.783001,60.573002,61.030998,61.023125,390309000,61.77830323843554
2024-01-29,61.231998,62.488998,60.907001,62.465,62.45694,348733000,61.09005894358134
2024-01-30,62.900002,63.493,62.259998,62.773998,62.765896,410735000,62.61637992695852
2024-01-31,61.439999,62.269001,60.700001,61.527,61.519058,453795000,62.8447803716809
2024-02-01,62.099998,63.191002,61.650002,63.027,63.018867,369146000,61.53389894510199
2024-02-02,63.973999,66.599998,63.689999,66.160004,66.151466,476578000,63.15439595565583
2024-02-05,68.224998,69.497002,67.205002,69.332001,69.323059,680078000,66.43624664686577
2024-02-06,69.629997,69.753998,66.300003,68.223,68.214203,683111000,70.41673329010797
2024-02-07,68.319,70.220001,67.599998,70.098999,70.089951,495575000,68.54082678331174
2024-02-08,70.073997,70.793999,69.455002,69.640999,69.632011,414422000,70.84488567149752
2024-02-09,70.532997,72.184998,70.211998,72.133003,72.123688,436637000,69.60823088718399
2024-02-12,72.599998,74.611,71.25,72.248001,72.238678,613710000,72.23964586185508
2024-02-13,70.400002,73.449997,69.620003,72.127998,72.118698,602580000,72.81988180325631
2024-02-14,73.202003,74.236,71.938004,73.900002,73.890465,504917000,72.1567218206166
2024-02-15,73.869003,73.974998,72.400002,72.657997,72.648621,420122000,74.3543769126432
2024-02-16,74.099998,74.402,72.500999,72.612999,72.60363,495327000,72.7787686245872
2024-02-20,71.946999,71.956001,67.734001,69.452003,69.443039,704833000,72.60771465555051
2024-02-21,68.005997,68.888,66.248001,67.472,67.463295,690298000,69.19977748750082
2024-02-22,75.025002,78.574997,74.220001,78.538002,78.52787,865100000,66.68956709477541
2024-02-23,80.790001,82.393997,77.57,78.817001,78.806831,829388000,78.37799968315434
2024-02-26,79.699997,80.646004,78.504997,79.092003,79.081802,503973000,77.74383875884799
2024-02-27,79.380997,79.480003,77.162003,78.700996,78.690842,391705000,79.28237522947512
2024-02-28,77.620003,78.932999,77.125,77.663002,77.652977,393110000,77.85310152580227
2024-02-29,79.094002,79.989998,78.349998,79.112,79.101791,507289000,79.83222305342248
2024-03-01,80.0,82.300003,79.434998,82.278999,82.268379,479135000,79.21795582379076
2024-03-04,84.129997,87.695,83.719002,85.237,85.225998,615616000,82.39609964109546
2024-03-05,85.269997,86.097,83.417,85.963997,85.95694,520639000,85.38416385249751
2024-03-06,88.022003,89.723999,87.029999,88.699997,88.692711,582520000,85.7710980457419
2024-03-07,90.157997,92.766998,89.601997,92.668999,92.661385,608119000,89.2315107898242
2024-03-08,95.138,97.400002,86.505997,87.528,87.520813,1142269000,93.76384303765582
2024-03-11,86.429001,88.796997,84.166,85.774002,85.76696,678364000,87.64188577046012
2024-03-12,88.049004,91.959999,86.150002,91.913002,91.905449,668075000,86.1441191279525
2024-03-13,91.055,91.503998,88.434998,90.888,90.880539,635713000,92.09697456431628
2024-03-14,89.577003,90.646004,86.599998,87.944,87.936775,602318000,90.31722502641068
2024-03-15,86.93,89.545998,86.257004,87.836998,87.829781,642086000,88.50881557473853
2024-03-18,90.388,92.404999,87.084999,88.455002,88.447739,668976000,88.02481362355546
2024-03-19,86.699997,90.543999,85.010002,89.398003,89.390663,672171000,88.64274901307098
2024-03-20,89.796997,90.410004,88.223,90.372002,90.364578,479063000,89.18971654814972
2024-03-21,92.300003,92.648003,90.404999,91.434998,91.42749,480372000,90.04084927193816
2024-03-22,91.140999,94.778,90.834,94.289001,94.281258,586719000,91.45569635198287
2024-03-25,93.941002,96.765999,93.510002,95.001999,94.994194,552136000,94.50697909045012
2024-03-26,95.850998,96.375,92.501999,92.560997,92.553398,513648000,94.84312468528157
2024-03-27,93.112,93.239998,89.123001,90.25,90.242584,586067000,92.7897853526992
2024-03-28,90.0,91.300003,89.193001,90.356003,90.348579,435212000,90.6636978452122
2024-04-01,90.299004,92.224998,89.204002,90.362999,90.355576,452441000,90.67625365387995
2024-04-02,88.447998,90.094002,87.620003,89.452003,89.444656,433064000,90.12265403122548
2024-04-03,88.484001,90.374001,88.400002,88.963997,88.956688,370067000,89.22689002239989
2024-04-04,90.405998,90.634003,85.879997,85.904999,85.897942,434965000,88.90377975636454
2024-04-05,86.865997,88.481003,85.926003,88.008003,88.000778,399678000,85.61511707822223
2024-04-08,88.699997,88.830002,86.732002,87.133003,87.125847,283220000,88.62705327905137
2024-04-09,87.442001,87.635002,83.022003,85.353996,85.346985,503547000,86.244971546463
2024-04-10,83.926003,87.400002,83.709,87.039001,87.031853,431929000,85.6542795854567
2024-04-11,87.419998,90.738998,86.926003,90.615997,90.608551,431637000,86.98637366861459
2024-04-12,89.698997,90.175003,87.529999,88.185997,88.178757,426805000,90.45618315011308
2024-04-15,89.098,90.612999,85.929001,86.000999,85.993935,443077000,87.55848748111168
2024-04-16,86.432999,88.117996,86.064003,87.415001,87.407822,370453000,86.75787797558169
