Date,Open,High,Low,Close,Adj Close,Volume,ARIMA
2024-04-17,88.339996,88.775002,83.949997,84.035004,84.028099,495400000,87.74574045179627
2024-04-18,84.970001,86.190002,82.402,84.670998,84.66404,447260000,83.46626531483227
2024-04-19,83.150002,84.323997,75.606003,76.199997,76.193741,875198000,85.43701362260711
2024-04-22,78.103996,80.072998,76.400002,79.517998,79.511467,596341000,75.42246639419307
2024-04-23,80.768997,82.768997,80.264,82.422997,82.416229,438559000,80.16915223202702
2024-04-24,83.949997,84.082001,79.182999,79.677002,79.670456,512208000,80.82152738416416
2024-04-25,78.867996,83.322998,78.223,82.632004,82.625214,424641000,79.43620505322434
2024-04-26,83.818001,88.331001,83.387001,87.735001,87.727791,551011000,82.39827833640794
2024-04-29,87.595001,87.991997,85.265999,87.757004,87.749794,388971000,86.9055227544189
2024-04-30,87.239998,88.819,86.300003,86.402,86.394905,363709000,87.45805664690138
2024-05-01,85.077003,86.0,81.254997,83.041,83.03418,559863000,87.14252816177435
2024-05-02,84.448997,86.237,83.199997,85.817001,85.809952,377898000,83.42312510550083
2024-05-03,87.789001,89.280998,87.040001,88.789001,88.781708,398341000,86.38713797625202
2024-05-06,89.389999,92.220001,89.055,92.139999,92.132431,376203000,87.85912865738887
2024-05-07,91.098,91.780998,89.011002,90.554001,90.546562,437342000,91.76881244419171
2024-05-08,89.483002,91.194,89.419998,90.412003,90.404579,325721000,90.08580010648562
2024-05-09,90.528999,91.071999,88.231003,88.747002,88.739716,378013000,91.17992758578119
2024-05-10,90.305,91.401001,89.226997,89.877998,89.870613,335325000,88.86536812682638
2024-05-13,90.477997,90.998001,88.528999,90.399002,90.391579,289680000,90.27506209076535
2024-05-14,89.598999,91.651001,88.933998,91.356003,91.348495,296507000,90.01667891229512
2024-05-15,92.472,94.862,91.598999,94.629997,94.622223,417735000,91.29861678122064
2024-05-16,94.910004,95.819,94.102997,94.359001,94.35125,323952000,94.4197928034223
2024-05-17,94.369003,94.739998,91.806,92.478996,92.471397,359691000,93.98140041918438
2024-05-20,93.75,95.199997,93.440002,94.779999,94.772217,318764000,92.7737015219786
2024-05-21,93.598999,95.400002,93.18,95.386002,95.378166,328946000,95.11606246912098
2024-05-22,95.459,96.019997,93.249001,94.949997,94.9422,548648000,95.03753569234895
2024-05-23,102.028,106.32,101.519997,103.799004,103.790482,835065000,94.99439352959061
2024-05-24,104.448997,106.474998,103.0,106.469002,106.460258,429494000,103.72316674885208
2024-05-28,110.244003,114.939003,109.883003,113.901001,113.891647,652728000,105.18963805870649
2024-05-29,113.050003,115.491997,110.901001,114.824997,114.815567,557442000,115.16200100725027
2024-05-30,114.650002,115.819,109.663002,110.5,110.490921,487350000,114.81606869139705
2024-05-31,112.519997,112.717003,106.940002,109.633003,109.624001,613263000,111.4154058909994
2024-06-03,113.621002,115.0,112.002998,115.0,114.990555,438392000,109.881783868266
2024-06-04,115.716003,116.599998,114.044998,116.436996,116.427429,403324000,115.48217264404181
2024-06-05,118.371002,122.448997,117.468002,122.440002,122.429947,528402000,115.85317335013329
2024-06-06,124.047997,125.586998,118.32,120.998001,120.98806,664696000,122.81616986413988
2024-06-07,119.769997,121.692001,118.022003,120.888,120.878075,412386000,120.25174704815934
2024-06-10,120.370003,123.099998,117.010002,121.790001,121.779999,314162700,121.8230717990708
2024-06-11,121.769997,122.870003,118.739998,120.910004,120.910004,222551200,121.72573330562228
2024-06-12,123.059998,126.879997,122.57,125.199997,125.199997,299595000,121.32227176837416
2024-06-13,129.389999,129.800003,127.160004,129.610001,129.610001,260704500,125.39170987018244
2024-06-14,129.960007,132.839996,128.320007,131.880005,131.880005,309320400,129.42168752988928
2024-06-17,132.990005,133.729996,129.580002,130.979996,130.979996,288504400,132.15213073456763
2024-06-18,131.139999,136.330002,130.690002,135.580002,135.580002,294335100,130.78515516362148
2024-06-20,139.800003,140.759995,129.520004,130.779999,130.779999,517768400,136.5194937994474
2024-06-21,127.120003,130.630005,124.300003,126.57,126.57,655484700,130.4503532375398
2024-06-24,123.239998,124.459999,118.040001,118.110001,118.110001,476060900,127.20410270141541
2024-06-25,121.199997,126.5,119.32,126.089996,126.089996,425787500,117.13425417741662
2024-06-26,126.129997,128.119995,122.599998,126.400002,126.400002,362975900,126.87052858009518
2024-06-27,124.099998,126.410004,122.919998,123.989998,123.989998,252571700,125.92386128224058
2024-06-28,124.580002,127.709999,122.75,123.540001,123.540001,315516700,123.68227779502234
2024-07-01,123.470001,124.839996,118.830002,124.300003,124.300003,284885500,123.66037128126811
2024-07-02,121.129997,123.410004,121.029999,122.669998,122.669998,218374000,124.50009589461376
2024-07-03,121.660004,128.279999,121.360001,128.279999,128.279999,215749000,122.52197977999944
2024-07-05,127.379997,128.850006,125.68,125.830002,125.830002,214176700,128.44106906569962
2024-07-08,127.489998,130.770004,127.040001,128.199997,128.199997,237677300,125.47812005023327
2024-07-09,130.350006,133.820007,128.649994,131.380005,131.380005,285366600,128.2716674635079
2024-07-10,134.029999,135.100006,132.419998,134.910004,134.910004,248978600,131.26795724089172
2024-07-11,135.75,136.149994,127.050003,127.400002,127.400002,374782700,134.78595736682834
2024-07-12,128.259995,131.919998,127.220001,129.240005,129.240005,252680500,127.3582031802571
2024-07-15,130.559998,131.389999,127.18,128.440002,128.440002,208326200,129.7124065879471
2024-07-16,128.440002,129.039993,124.580002,126.360001,126.360001,214769500,128.51550554423062
2024-07-17,121.349998,121.849998,116.720001,117.989998,117.989998,390086200,126.03971569187888
2024-07-18,121.849998,122.400002,116.559998,121.089996,121.089996,320979500,118.74410686773724
2024-07-19,120.349998,121.599998,117.370003,117.93,117.93,217223800,121.30637259368463
2024-07-22,120.349998,124.07,119.860001,123.540001,123.540001,258068900,117.86296435935716
2024-07-23,122.779999,124.690002,122.099998,122.589996,122.589996,173911000,122.73539222158381
2024-07-24,119.169998,119.949997,113.440002,114.25,114.25,327776900,123.54505993293907
2024-07-25,113.040001,116.629997,106.300003,112.279999,112.279999,460067000,114.24407984357457
2024-07-26,116.190002,116.199997,111.580002,113.059998,113.059998,293399100,113.28078527385982
2024-07-29,113.690002,116.279999,111.300003,111.589996,111.589996,248152100,113.18204377115424
2024-07-30,111.519997,111.989998,102.540001,103.730003,103.730003,486833300,111.10914629203123
2024-07-31,112.900002,118.339996,110.879997,117.019997,117.019997,473174200,103.96885309395594
2024-08-01,117.529999,120.160004,106.809998,109.209999,109.209999,523462300,116.75478716666258
2024-08-02,103.760002,108.720001,101.370003,107.269997,107.269997,482027500,109.66838590502651
2024-08-05,92.059998,103.410004,90.690002,100.449997,100.449997,552842400,107.40122566749699
2024-08-06,103.839996,107.709999,100.550003,104.25,104.25,409012100,103.79026834358477
2024-08-07,107.809998,108.800003,98.690002,98.910004,98.910004,411440400,102.10430694480583
2024-08-08,102.0,105.5,97.519997,104.970001,104.970001,391910000,100.26262794320553
2024-08-09,105.639999,106.599998,103.43,104.75,104.75,290844200,103.40736281633762
2024-08-12,106.32,111.07,106.260002,109.019997,109.019997,325559900,106.24635349595385
2024-08-13,112.440002,116.230003,111.580002,116.139999,116.139999,312646700,106.98391293341992
2024-08-14,118.529999,118.599998,114.07,118.080002,118.080002,339246400,116.61725431266224
2024-08-15,118.760002,123.239998,117.470001,122.860001,122.860001,318086700,117.02103882376434
2024-08-16,121.940002,125.0,121.18,124.580002,124.580002,302589900,122.8283469897097
2024-08-19,124.279999,130.0,123.419998,130.0,130.0,318333600,124.94837782525873
2024-08-20,128.399994,129.880005,125.889999,127.25,127.25,300087400,129.2283005978667
2024-08-21,127.32,129.350006,126.660004,128.5,128.5,257883600,128.17062962135861
2024-08-22,130.020004,130.75,123.099998,123.739998,123.739998,376189100,128.01337418511818
2024-08-23,125.860001,129.600006,125.220001,129.369995,129.369995,322154200,124.80024091712056
